word|count|in title 1|% 1|in title 1 diff|in title 2|% 2|attribute type
9x15|1|0|0.00%|1|0|0.00%|[]
giga|1|0|0.00%|1|0|0.00%|[]
wiemans|1|0|0.00%|1|0|0.00%|[]
bath/shower|1|0|0.00%|1|0|0.00%|[]
classico|1|0|0.00%|1|0|0.00%|[]
prodigy|1|0|0.00%|1|0|0.00%|[]
leminate|1|0|0.00%|1|0|0.00%|[]
whithaus|1|0|0.00%|1|0|0.00%|[]
gaxebo|1|0|0.00%|1|0|0.00%|[]
fawcet|1|0|0.00%|1|0|0.00%|[]
59127|1|0|0.00%|1|0|0.00%|[]
thermstate|1|0|0.00%|1|0|0.00%|[]
21degree|1|0|0.00%|1|0|0.00%|[]
dpt|1|0|0.00%|1|0|0.00%|[]
increase|1|0|0.00%|1|0|0.00%|[]
pockets|1|0|0.00%|1|0|0.00%|['Bullet02']
gekko|1|0|0.00%|1|0|0.00%|[]
glass3|1|0|0.00%|1|0|0.00%|[]
34x|1|0|0.00%|1|0|0.00%|[]
planel|1|0|0.00%|1|0|0.00%|[]
cpipe|1|0|0.00%|1|0|0.00%|[]
preventor|1|0|0.00%|1|0|0.00%|[]
handycap|1|0|0.00%|1|0|0.00%|[]
vision|1|0|0.00%|1|0|0.00%|[]
econo|1|0|0.00%|1|0|0.00%|[]
3/4x4|1|0|0.00%|1|0|0.00%|[]
8265-s|1|0|0.00%|1|0|0.00%|[]
saw'|1|0|0.00%|1|0|0.00%|[]
wood,|1|0|0.00%|1|0|0.00%|[]
refrigeratr|1|0|0.00%|1|0|0.00%|[]
figurines|1|0|0.00%|1|0|0.00%|[]
organiser|1|0|0.00%|1|0|0.00%|[]
40ft|1|0|0.00%|1|0|0.00%|[]
screwgun|1|0|0.00%|1|0|0.00%|[]
mediumpond|1|0|0.00%|1|0|0.00%|[]
213|1|0|0.00%|1|0|0.00%|[]
joing|1|0|0.00%|1|0|0.00%|[]
elaphent|1|0|0.00%|1|0|0.00%|[]
screeen|1|0|0.00%|1|0|0.00%|[]
burners,|1|0|0.00%|1|0|0.00%|[]
shigles|1|0|0.00%|1|0|0.00%|[]
rudd|1|0|0.00%|1|0|0.00%|[]
4'x8'|1|0|0.00%|1|0|0.00%|[]
bue05-25s|1|0|0.00%|1|0|0.00%|[]
linkage|1|0|0.00%|1|0|0.00%|[]
underpinning|1|0|0.00%|1|0|0.00%|[]
splinters|1|0|0.00%|1|0|0.00%|[]
sculpture|1|0|0.00%|1|0|0.00%|[]
termiticide|1|0|0.00%|1|0|0.00%|[]
topdown|1|0|0.00%|1|0|0.00%|[]
merrill|1|0|0.00%|1|0|0.00%|[]
tarop|1|0|0.00%|1|0|0.00%|[]
forever|1|0|0.00%|1|0|0.00%|[]
armstroung|1|0|0.00%|1|0|0.00%|[]
winsor|1|0|0.00%|1|0|0.00%|[]
elvies|1|0|0.00%|1|0|0.00%|[]
riel|1|0|0.00%|1|0|0.00%|[]
cp12180xrp|1|0|0.00%|1|0|0.00%|[]
driverway|1|0|0.00%|1|0|0.00%|[]
replacing|1|0|0.00%|1|0|0.00%|[]
e330|1|0|0.00%|1|0|0.00%|[]
51619|1|0|0.00%|1|0|0.00%|[]
board~|1|0|0.00%|1|0|0.00%|[]
kersone|1|0|0.00%|1|0|0.00%|[]
vue|1|0|0.00%|1|0|0.00%|[]
revolving|1|0|0.00%|1|0|0.00%|[]
cleamer|1|0|0.00%|1|0|0.00%|[]
receivers|1|0|0.00%|1|0|0.00%|[]
ud40350|1|0|0.00%|1|0|0.00%|[]
6x12|1|0|0.00%|1|0|0.00%|[]
dry/wet|1|0|0.00%|1|0|0.00%|[]
e354490|1|0|0.00%|1|0|0.00%|[]
bullbs|1|0|0.00%|1|0|0.00%|[]
2x10x8|1|0|0.00%|1|0|0.00%|[]
dpcam|1|0|0.00%|1|0|0.00%|[]
undelayment|1|0|0.00%|1|0|0.00%|[]
pe673980-8004|1|0|0.00%|1|0|0.00%|[]
coversion|1|0|0.00%|1|0|0.00%|[]
140295003|1|0|0.00%|1|0|0.00%|[]
fireplace.|1|0|0.00%|1|0|0.00%|[]
oxiclean|1|0|0.00%|1|0|0.00%|[]
wahing|1|0|0.00%|1|0|0.00%|[]
simteck|1|0|0.00%|1|0|0.00%|[]
lawnmower.|1|0|0.00%|1|0|0.00%|[]
filters,|1|0|0.00%|1|0|0.00%|[]
charts|1|0|0.00%|1|0|0.00%|[]
dryvit|1|0|0.00%|1|0|0.00%|[]
containwes|1|0|0.00%|1|0|0.00%|[]
kitchenover|1|0|0.00%|1|0|0.00%|[]
insh|1|0|0.00%|1|0|0.00%|[]
bilge|1|0|0.00%|1|0|0.00%|[]
stemcartridge|1|0|0.00%|1|0|0.00%|[]
springdale|1|0|0.00%|1|0|0.00%|[]
34/80|1|0|0.00%|1|0|0.00%|[]
primeline|1|0|0.00%|1|0|0.00%|[]
90mm|1|0|0.00%|1|0|0.00%|[]
p271|1|0|0.00%|1|0|0.00%|[]
speedzone|1|0|0.00%|1|0|0.00%|[]
constraction|1|0|0.00%|1|0|0.00%|[]
splach|1|0|0.00%|1|0|0.00%|[]
24322|1|0|0.00%|1|0|0.00%|[]
carburator|1|0|0.00%|1|0|0.00%|[]
clarance|1|0|0.00%|1|0|0.00%|[]
vacuum,|1|0|0.00%|1|0|0.00%|[]
liminate|1|0|0.00%|1|0|0.00%|[]
anual|1|0|0.00%|1|0|0.00%|[]
340|1|0|0.00%|1|0|0.00%|[]
deecals|1|0|0.00%|1|0|0.00%|[]
boardwalk|1|0|0.00%|1|0|0.00%|[]
sensoring|1|0|0.00%|1|0|0.00%|[]
transitional|1|0|0.00%|1|0|0.00%|[]
material,|1|0|0.00%|1|0|0.00%|[]
9492|1|0|0.00%|1|0|0.00%|[]
skylites|1|0|0.00%|1|0|0.00%|[]
1000ft|1|0|0.00%|1|0|0.00%|[]
spry|1|0|0.00%|1|0|0.00%|[]
afci|1|0|0.00%|1|0|0.00%|[]
1x6x6|1|0|0.00%|1|0|0.00%|[]
cubicel|1|0|0.00%|1|0|0.00%|[]
teasure|1|0|0.00%|1|0|0.00%|[]
touro|1|0|0.00%|1|0|0.00%|[]
galvinize|1|0|0.00%|1|0|0.00%|[]
umbella|1|0|0.00%|1|0|0.00%|[]
cynlinder|1|0|0.00%|1|0|0.00%|[]
6/6|1|0|0.00%|1|0|0.00%|[]
t67|1|0|0.00%|1|0|0.00%|[]
qk|1|0|0.00%|1|0|0.00%|[]
seris|1|0|0.00%|1|0|0.00%|[]
99110872|1|0|0.00%|1|0|0.00%|[]
shredding|1|0|0.00%|1|0|0.00%|[]
separate|1|0|0.00%|1|0|0.00%|[]
legrad|1|0|0.00%|1|0|0.00%|[]
dwall|1|0|0.00%|1|0|0.00%|[]
x18'|1|0|0.00%|1|0|0.00%|[]
panaling|1|0|0.00%|1|0|0.00%|[]
catridges|1|0|0.00%|1|0|0.00%|[]
cablee|1|0|0.00%|1|0|0.00%|[]
rasin|1|0|0.00%|1|0|0.00%|[]
32in.|1|0|0.00%|1|0|0.00%|[]
pgp|1|0|0.00%|1|0|0.00%|[]
fauctes|1|0|0.00%|1|0|0.00%|[]
'3/4|1|0|0.00%|1|0|0.00%|[]
baraar|1|0|0.00%|1|0|0.00%|[]
wead|1|0|0.00%|1|0|0.00%|[]
finger|1|0|0.00%|1|0|0.00%|[]
freezer,|1|0|0.00%|1|0|0.00%|[]
msl|1|0|0.00%|1|0|0.00%|[]
vanyl|1|0|0.00%|1|0|0.00%|[]
spikey|1|0|0.00%|1|0|0.00%|[]
mettal|1|0|0.00%|1|0|0.00%|[]
preparer|1|0|0.00%|1|0|0.00%|[]
woodcrafters|1|0|0.00%|1|0|0.00%|[]
wsher|1|0|0.00%|1|0|0.00%|[]
clapboard|1|0|0.00%|1|0|0.00%|[]
linoliuml|1|0|0.00%|1|0|0.00%|[]
gardn|1|0|0.00%|1|0|0.00%|[]
transformations|1|0|0.00%|1|0|0.00%|[]
online|1|0|0.00%|1|0|0.00%|[]
lin|1|0|0.00%|1|0|0.00%|[]
antivibration|1|0|0.00%|1|0|0.00%|[]
1x3|1|0|0.00%|1|0|0.00%|[]
lz11771hk|1|0|0.00%|1|0|0.00%|[]
t-45|1|0|0.00%|1|0|0.00%|[]
maximizer|1|0|0.00%|1|0|0.00%|[]
tactiical|1|0|0.00%|1|0|0.00%|[]
bonda|1|0|0.00%|1|0|0.00%|[]
kage|1|0|0.00%|1|0|0.00%|[]
lswb|1|0|0.00%|1|0|0.00%|[]
454934|1|0|0.00%|1|0|0.00%|[]
4x6x16|1|0|0.00%|1|0|0.00%|[]
linnart|1|0|0.00%|1|0|0.00%|[]
islating|1|0|0.00%|1|0|0.00%|[]
chritsmas|1|0|0.00%|1|0|0.00%|[]
brakers|1|0|0.00%|1|0|0.00%|[]
s-7602|1|0|0.00%|1|0|0.00%|[]
7in|1|0|0.00%|1|0|0.00%|[]
strip.|1|0|0.00%|1|0|0.00%|[]
amerivent|1|0|0.00%|1|0|0.00%|[]
noncontact|1|0|0.00%|1|0|0.00%|[]
w-cube-|1|0|0.00%|1|0|0.00%|[]
bronze,|1|0|0.00%|1|0|0.00%|[]
110w|1|0|0.00%|1|0|0.00%|[]
compactor|1|0|0.00%|1|0|0.00%|[]
bluemax|1|0|0.00%|1|0|0.00%|[]
door-in-door|1|0|0.00%|1|0|0.00%|[]
romax|1|0|0.00%|1|0|0.00%|[]
bq|1|0|0.00%|1|0|0.00%|[]
airvents|1|0|0.00%|1|0|0.00%|[]
quality|1|0|0.00%|1|0|0.00%|[]
1pole|1|0|0.00%|1|0|0.00%|[]
acetylene|1|0|0.00%|1|0|0.00%|[]
vauhhan|1|0|0.00%|1|0|0.00%|[]
tyhoon|1|0|0.00%|1|0|0.00%|[]
setting|1|0|0.00%|1|0|0.00%|[]
lwm623|1|0|0.00%|1|0|0.00%|[]
w/s|1|0|0.00%|1|0|0.00%|[]
*100|1|0|0.00%|1|0|0.00%|[]
17watt|1|0|0.00%|1|0|0.00%|[]
accesores|1|0|0.00%|1|0|0.00%|[]
berhr|1|0|0.00%|1|0|0.00%|[]
goo|2|1|50.00%|1|2|100.00%|['MFG Brand Name']
sifter|2|1|50.00%|1|2|100.00%|['Bullet01']
21mm|2|1|50.00%|1|1|50.00%|[]
ficus|2|1|50.00%|1|1|50.00%|['Botanical Name']
internal|2|1|50.00%|1|1|50.00%|['Bullet04']
underbed|2|1|50.00%|1|1|50.00%|[]
stickers|2|1|50.00%|1|1|50.00%|[]
sizzle|2|1|50.00%|1|1|50.00%|[]
thrift|2|1|50.00%|1|1|50.00%|[]
strike|2|1|50.00%|1|1|50.00%|['Bullet08']
4200|2|1|50.00%|1|1|50.00%|['Bullet05']
-13|2|1|50.00%|1|1|50.00%|['Bullet02']
on/off|2|1|50.00%|1|1|50.00%|['Bullet01']
bellagio|2|1|50.00%|1|1|50.00%|[]
right-hand|2|1|50.00%|1|1|50.00%|[]
d140|2|1|50.00%|1|1|50.00%|[]
impregnator|2|1|50.00%|1|1|50.00%|[]
pisces|2|1|50.00%|1|1|50.00%|[]
shim|2|1|50.00%|1|1|50.00%|[]
jumpstart|2|1|50.00%|1|1|50.00%|['Bullet03']
lath|2|1|50.00%|1|1|50.00%|[]
acidifier|2|1|50.00%|1|1|50.00%|[]
dunks|2|1|50.00%|1|1|50.00%|['Bullet05']
20/40|2|1|50.00%|1|1|50.00%|['Bullet01']
clover|2|1|50.00%|1|1|50.00%|[]
97|2|1|50.00%|1|1|50.00%|['Product Height (in.)', 'Product Length (ft.)', 'Product Thickness x Width x Length', 'Door Size (WxH) in.', 'Product Width (in.)']
como|2|1|50.00%|1|1|50.00%|[]
our|2|1|50.00%|1|1|50.00%|[]
sock|2|1|50.00%|1|1|50.00%|['Bullet02']
brazilian|2|1|50.00%|1|1|50.00%|['Color/Finish', 'Bullet04']
plenum|2|1|50.00%|1|1|50.00%|[]
1-piece|2|1|50.00%|1|1|50.00%|['Bullet01']
estwing|2|1|50.00%|1|1|50.00%|['MFG Brand Name']
crate|2|1|50.00%|1|1|50.00%|[]
flammable|2|1|50.00%|1|1|50.00%|[]
candy|2|1|50.00%|1|1|50.00%|[]
cordmate|2|1|50.00%|1|1|50.00%|['Raceway Cord Covers System']
bi-metal|2|1|50.00%|1|1|50.00%|[]
flurries|2|1|50.00%|1|1|50.00%|['Color/Finish']
enhancer|2|1|50.00%|1|1|50.00%|[]
cr123a|2|1|50.00%|1|1|50.00%|[]
half-moon|2|1|50.00%|1|1|50.00%|['Tray Shape', 'Bullet01', 'Bullet02']
oron|2|1|50.00%|1|1|50.00%|['Bullet07']
distilled|2|1|50.00%|1|1|50.00%|[]
r40|3|2|66.67%|1|3|100.00%|['Light Bulb Shape Code', 'Bullet10']
thermocouple|3|2|66.67%|1|3|100.00%|['Bullet03', 'Bullet01', 'Bullet02']
burnisher|3|2|66.67%|1|3|100.00%|[]
hatch|3|2|66.67%|1|3|100.00%|['Color/Finish', 'Color', 'Bullet04']
dialer|3|2|66.67%|1|3|100.00%|['Bullet05', 'Bullet07', 'Bullet04']
3/0|3|2|66.67%|1|3|100.00%|[]
fused|3|2|66.67%|1|3|100.00%|[]
crib|3|2|66.67%|1|3|100.00%|[]
sanded|3|2|66.67%|1|3|100.00%|[]
unbound|3|2|66.67%|1|2|66.67%|['Flooring Product Type']
intake|3|2|66.67%|1|2|66.67%|[]
5-1/2|3|2|66.67%|1|2|66.67%|[]
antiquing|3|2|66.67%|1|2|66.67%|[]
vissani|3|2|66.67%|1|2|66.67%|['MFG Brand Name']
ultimate|3|2|66.67%|1|2|66.67%|[]
3.0ah|3|2|66.67%|1|2|66.67%|[]
foamular|3|2|66.67%|1|2|66.67%|['Bullet06']
6-50r|3|2|66.67%|1|2|66.67%|[]
weave|3|2|66.67%|1|2|66.67%|[]
earthgro|3|2|66.67%|1|2|66.67%|['MFG Brand Name']
mp|3|2|66.67%|1|2|66.67%|['Bullet03', 'Bullet04']
goose|3|2|66.67%|1|2|66.67%|['Bullet03', 'Bullet04']
self-closing|3|2|66.67%|1|2|66.67%|[]
undercut|3|2|66.67%|1|2|66.67%|['Product Type']
rotator|3|2|66.67%|1|2|66.67%|['Bullet04']
leyland|3|2|66.67%|1|2|66.67%|[]
trevi|3|2|66.67%|1|2|66.67%|['Color/Finish']
g8|3|2|66.67%|1|2|66.67%|['Light Bulb Shape Code', 'Bullet07']
9000|3|2|66.67%|1|2|66.67%|['BTU Cooling Rating', 'BTU Heat Rating', 'Heat rating (BTU/hour)']
elevations|3|2|66.67%|1|2|66.67%|[]
village|3|2|66.67%|1|2|66.67%|['Holiday Decor Product Type', 'Christmas Indoor Decor Product Type']
pushmatic|3|2|66.67%|1|2|66.67%|['Bullet03', 'Bullet05', 'MFG Brand Name', 'Bullet04']
sta-bil|3|2|66.67%|1|2|66.67%|['MFG Brand Name']
serrated|3|2|66.67%|1|2|66.67%|[]
hardtop|3|2|66.67%|1|2|66.67%|[]
twinkling|3|2|66.67%|1|2|66.67%|['Light Functions']
bullet|3|2|66.67%|1|2|66.67%|['Bullet03', 'Bullet01']
1.1|3|2|66.67%|1|2|66.67%|['Bullet01', 'Capacity of Microwave (cu. ft.)']
desktop|3|2|66.67%|1|2|66.67%|[]
in.-16|3|2|66.67%|1|2|66.67%|[]
rooting|3|2|66.67%|1|2|66.67%|[]
sender|3|2|66.67%|1|2|66.67%|[]
r-15|3|2|66.67%|1|2|66.67%|[]
polyacrylic|3|2|66.67%|1|2|66.67%|[]
harbour|3|2|66.67%|1|2|66.67%|[]
velocity|3|2|66.67%|1|2|66.67%|[]
hobart|3|2|66.67%|1|2|66.67%|[]
segal|3|2|66.67%|1|2|66.67%|[]
solidoor|3|2|66.67%|1|2|66.67%|[]
2.6|3|2|66.67%|1|2|66.67%|[]
western|3|2|66.67%|1|2|66.67%|['Fixture Color/Finish', 'Bullet02']
twinwall|3|2|66.67%|1|2|66.67%|[]
ah|4|3|75.00%|1|4|100.00%|[]
illuminated|4|3|75.00%|1|4|100.00%|[]
filtering|4|3|75.00%|1|3|75.00%|['Light Control', 'Bullet06', 'Bullet07', 'Bullet08']
catnip|4|3|75.00%|1|3|75.00%|['Bullet03']
sleigh|4|3|75.00%|1|3|75.00%|['Bullet03', 'Bullet01']
xp|4|3|75.00%|1|3|75.00%|['Bullet01']
marey|4|3|75.00%|1|3|75.00%|['MFG Brand Name']
1-1/8|4|3|75.00%|1|3|75.00%|['Chuck Size', 'Bullet10', 'Bullet04']
digger|4|3|75.00%|1|3|75.00%|['Garden Center Tool Type']
nema|4|3|75.00%|1|3|75.00%|[]
eps|4|3|75.00%|1|3|75.00%|['Sheathing Type']
flux|4|3|75.00%|1|3|75.00%|[]
6.3|4|3|75.00%|1|3|75.00%|['Bullet01', 'Capacity of Oven (cu. ft.)']
party|4|3|75.00%|1|3|75.00%|[]
tinning|4|3|75.00%|1|3|75.00%|[]
jeld-wen|4|3|75.00%|1|3|75.00%|['MFG Brand Name']
advantium|4|3|75.00%|1|3|75.00%|[]
steering|5|4|80.00%|1|4|80.00%|['Attachment type', 'Bullet01', 'Bullet04']
lattis|5|4|80.00%|1|4|80.00%|[]
armacost|5|4|80.00%|1|4|80.00%|['Bullet06', 'MFG Brand Name', 'Bullet01', 'Bullet04']
cut-off|5|4|80.00%|1|4|80.00%|[]
capacity|5|4|80.00%|1|4|80.00%|['Bullet06', 'Bullet02']
sawtooth|5|4|80.00%|1|4|80.00%|['Bullet04']
drift|5|4|80.00%|1|4|80.00%|['Snow Thrower Part/Accessory Type']
stinger|5|4|80.00%|1|4|80.00%|['Bullet03', 'Bullet04', 'Bullet05', 'MFG Brand Name', 'Bullet02']
glenwood|5|4|80.00%|1|4|80.00%|['Bullet01']
berkeley|5|4|80.00%|1|4|80.00%|[]
macerating|5|4|80.00%|1|4|80.00%|['Bullet03']
zucchini|6|5|83.33%|1|6|100.00%|['Bullet06', 'Bullet01']
terminator|6|5|83.33%|1|6|100.00%|['Bullet07']
garment|6|5|83.33%|1|5|83.33%|[]
please|6|5|83.33%|1|5|83.33%|[]
fs|6|5|83.33%|1|5|83.33%|['Bullet03', 'Bullet06', 'Bullet02']
m08|6|5|83.33%|1|5|83.33%|['Bullet03', 'Compatible Size Code', 'Bullet06', 'Bullet07', 'Bullet02']
datacomm|6|5|83.33%|1|5|83.33%|['MFG Brand Name']
folkstone|6|5|83.33%|1|5|83.33%|[]
1-7/8|6|5|83.33%|1|5|83.33%|['Bullet03', 'Bullet01']
ashville|6|5|83.33%|1|5|83.33%|[]
gothic|6|5|83.33%|1|5|83.33%|['Bullet03', 'Bullet01', 'Fencing Style']
crimp|7|6|85.71%|1|6|85.71%|['Bullet04', 'Bullet01', 'Bullet02']
antler|7|6|85.71%|1|6|85.71%|['Bullet02', 'Fixture Color/Finish', 'Bullet01']
hydraulic|7|6|85.71%|1|6|85.71%|['Bullet04', 'Fluid Type', 'Mechanism type', 'Bullet02']
grace|7|6|85.71%|1|6|85.71%|['MFG Brand Name', 'Bullet08']
pixi|7|6|85.71%|1|6|85.71%|['MFG Brand Name']
150-light|7|6|85.71%|1|6|85.71%|[]
waterless|7|6|85.71%|1|6|85.71%|['Bullet03', 'Toilet Features', 'Bullet07', 'Bullet01', 'Bullet02']
monarch|7|6|85.71%|1|6|85.71%|['MFG Brand Name']
r-38|7|6|85.71%|1|6|85.71%|[]
bahama|7|6|85.71%|1|6|85.71%|[]
hideaway|7|6|85.71%|1|6|85.71%|[]
brown/ivory|7|6|85.71%|1|6|85.71%|['Color/Finish']
energizer|8|7|87.50%|1|8|100.00%|['Electric Fencing Component', 'MFG Brand Name', 'Bullet01', 'Bullet02']
ul|8|7|87.50%|1|8|100.00%|['Bullet13', 'Bullet04', 'Bullet07', 'Bullet02']
glitter|8|7|87.50%|1|7|87.50%|['Bullet03', 'Bullet02', 'Bullet04']
california|8|7|87.50%|1|7|87.50%|['Bullet13', 'Color/Finish', 'Bullet14']
applewood|8|7|87.50%|1|7|87.50%|['Bullet03', 'Color/Finish', 'Bullet01']
multi-purpose|8|7|87.50%|1|7|87.50%|['Bullet01']
tristar|8|7|87.50%|1|7|87.50%|[]
drydex|8|7|87.50%|1|7|87.50%|[]
swing-n-slide|8|7|87.50%|1|7|87.50%|['Bullet12', 'MFG Brand Name']
maxima|8|7|87.50%|1|7|87.50%|['Appliance Series', 'Bullet01']
zipper|8|7|87.50%|1|7|87.50%|['Bullet03', 'Bullet01', 'Bullet04']
cooled|9|8|88.89%|1|9|100.00%|[]
coal|9|8|88.89%|1|9|100.00%|['Bullet03', 'Bullet11', 'Bullet06', 'Bullet01', 'Bullet02']
mogul|9|8|88.89%|1|8|88.89%|['Bullet03', 'Light Bulb Shape Code', 'Light Bulb Base Code', 'Light Bulb Base Type', 'Bullet02']
marking|9|8|88.89%|1|8|88.89%|['Bullet01', 'Bullet02', 'Paint/Stain/Waterproofer Product Type', 'Paint Product Type', 'Bullet04', 'Bullet03']
digz|9|8|88.89%|1|8|88.89%|['MFG Brand Name']
ski|9|8|88.89%|1|8|88.89%|['Color/Finish']
5.5|9|8|88.89%|1|8|88.89%|['Assembled Height (in.)', 'Product Height (in.)', 'Container Height (in.)']
marksman|9|8|88.89%|1|8|88.89%|['Bullet05', 'Bullet01', 'Bullet02']
wellworth|9|8|88.89%|1|8|88.89%|['Bullet10', 'Collection Name', 'Bullet01', 'Bullet07', 'Bullet08', 'Bullet05']
vitaelegante|9|8|88.89%|1|8|88.89%|[]
mission|9|8|88.89%|1|8|88.89%|['Bullet01']
ashwood|9|8|88.89%|1|8|88.89%|['Color/Finish']
mpt|9|8|88.89%|1|8|88.89%|[]
battery-powered|9|8|88.89%|1|8|88.89%|[]
o.d.|10|9|90.00%|1|10|100.00%|[]
bracelet|10|9|90.00%|1|10|100.00%|['Bullet03', 'Bullet04']
luxor|10|9|90.00%|1|9|90.00%|['Bullet03', 'Color/Finish', 'Collection Name']
lube|10|9|90.00%|1|9|90.00%|['MFG Brand Name']
concentrate|10|9|90.00%|1|9|90.00%|['Application Method']
ranch|10|9|90.00%|1|9|90.00%|['MFG Brand Name', 'Bullet11']
yardgard|10|9|90.00%|1|9|90.00%|['MFG Brand Name']
dash|10|9|90.00%|1|9|90.00%|[]
scented|10|9|90.00%|1|9|90.00%|['Bullet01', 'Bullet04']
ramset|10|9|90.00%|1|9|90.00%|['Bullet06', 'MFG Brand Name', 'Bullet01', 'Bullet02']
toxic|10|9|90.00%|1|9|90.00%|['Bullet04']
tru-infrared|10|9|90.00%|1|9|90.00%|['Bullet08']
manifold|11|10|90.91%|1|11|100.00%|['Irrigation System Component', 'Bullet01', 'Bullet04']
archway|11|10|90.91%|1|11|100.00%|['Artwork name', 'Bullet01', 'Bullet11']
crates|11|10|90.91%|1|10|90.91%|['MFG Brand Name']
pick|11|10|90.91%|1|10|90.91%|['Product Type']
simpli|11|10|90.91%|1|10|90.91%|['MFG Brand Name']
grohsafe|11|10|90.91%|1|10|90.91%|['Bullet03', 'Bullet02']
drake|11|10|90.91%|1|10|90.91%|[]
keyway|12|11|91.67%|1|12|100.00%|['Bullet02', 'Bullet04']
lockout|12|11|91.67%|1|12|100.00%|['Bullet01', 'Bullet02', 'Bullet09', 'Bullet04', 'Label/Label Accessory Product Type', 'Electrical Product Type', 'Bullet08', 'Bullet03', 'Bullet05', 'Lockout Tagout Type']
champagne|12|11|91.67%|1|11|91.67%|['Color/Finish', 'Bullet01']
ellington|12|11|91.67%|1|11|91.67%|['Bullet01']
mortise|12|11|91.67%|1|11|91.67%|['Bullet03', 'Bullet01', 'Bullet04']
blossom|13|12|92.31%|1|13|100.00%|['Color/Finish', 'Collection Name', 'Color/Pattern', 'Cushion Color or Pattern']
kubota|13|12|92.31%|1|13|100.00%|['Bullet03', 'Bullet09', 'Bullet04']
m10-1.5|13|12|92.31%|1|12|92.31%|['Fastener Callout Size', 'Bullet04']
symmetrix|13|12|92.31%|1|12|92.31%|['Bullet01', 'Bullet02']
handleset|13|12|92.31%|1|12|92.31%|[]
imaging|13|12|92.31%|1|12|92.31%|[]
rosa|13|12|92.31%|1|12|92.31%|['Bullet18']
emery|13|12|92.31%|1|12|92.31%|['Bullet07']
honeysuckle|13|12|92.31%|1|12|92.31%|['Color', 'Color/Finish']
standby|13|12|92.31%|1|12|92.31%|['Bullet10', 'Bullet09', 'Bullet06', 'Bullet01', 'Bullet07']
broadway|13|12|92.31%|1|12|92.31%|['Color/Finish']
koa|13|12|92.31%|1|12|92.31%|['Color/Finish', 'Bullet12', 'Bullet01', 'Bullet04']
maui|14|13|92.86%|1|14|100.00%|['Bullet03', 'Bullet07', 'Bullet02', 'Bullet01', 'Top Color']
clevis|14|13|92.86%|1|14|100.00%|['Bullet03', 'Bullet07']
spinach|14|13|92.86%|1|14|100.00%|['Color/Finish', 'Bullet01']
mixet|14|13|92.86%|1|14|100.00%|['Fits Faucet Brand', 'Bullet01', 'Bullet02', 'Bullet04', 'Bullet03', 'Bullet05']
boston|14|13|92.86%|1|13|92.86%|['Color/Finish', 'Bullet01', 'Plant variety']
sterilite|14|13|92.86%|1|13|92.86%|['MFG Brand Name']
highline|14|13|92.86%|1|13|92.86%|['Bullet03', 'Collection Name', 'Bullet01', 'Bullet02']
10000|15|14|93.33%|1|15|100.00%|['Bullet01', 'Bullet02']
burnt|15|14|93.33%|1|15|100.00%|['Color/Finish']
annakin|15|14|93.33%|1|14|93.33%|[]
phlox|15|14|93.33%|1|14|93.33%|['Color/Finish', 'Botanical Name']
rainsuit|15|14|93.33%|1|14|93.33%|[]
insl-x|15|14|93.33%|1|14|93.33%|['MFG Brand Name']
playsets|15|14|93.33%|1|14|93.33%|['MFG Brand Name']
sandy|15|14|93.33%|1|14|93.33%|['Color/Finish']
rice|15|14|93.33%|1|14|93.33%|['Pattern name', 'Color/Finish', 'Design']
mothers|15|14|93.33%|1|14|93.33%|['MFG Brand Name', 'Bullet02']
flap|16|15|93.75%|1|16|100.00%|[]
billiard|16|15|93.75%|1|16|100.00%|['Chandelier/Pendant Type', 'Fixture Type']
mickey|16|15|93.75%|1|16|100.00%|['Bullet05', 'Kid and Teen Theme', 'Bullet01']
quadec|16|15|93.75%|1|16|100.00%|['Bullet03']
cassidy|16|15|93.75%|1|15|93.75%|['Bullet03', 'Bullet04']
showcase|16|15|93.75%|1|15|93.75%|['Bullet17', 'Bullet03', 'Bullet02']
divide|16|15|93.75%|1|15|93.75%|['Bullet03', 'Bullet05', 'Bullet09', 'Bullet06']
setter|16|15|93.75%|1|15|93.75%|['Drive Style']
triplex|16|15|93.75%|1|15|93.75%|['Bullet09', 'Pump Type', 'Bullet01', 'Bullet02']
3-1/2|16|15|93.75%|1|15|93.75%|['Bullet03', 'Bullet01', 'Bullet02']
pivoting|16|15|93.75%|1|15|93.75%|[]
heirloom|16|15|93.75%|1|15|93.75%|['Color/Finish', 'Finish', 'Bullet05', 'Bullet01', 'Bullet02']
circulator|16|15|93.75%|1|15|93.75%|['Bullet09', 'Bullet04']
styrene|17|16|94.12%|1|17|100.00%|['Bullet01', 'Bullet06', 'Bullet08', 'Bullet07']
birchwood|17|16|94.12%|1|17|100.00%|['Bullet01']
cabbage|17|16|94.12%|1|17|100.00%|['Artwork name', 'Color/Finish', 'Bullet01']
bellwether|17|16|94.12%|1|16|94.12%|[]
topiary|17|16|94.12%|1|16|94.12%|['Bullet01']
wipes|17|16|94.12%|1|16|94.12%|['Bullet03', 'Bullet02', 'Product Form', 'Bullet01', 'Bullet04']
vanguard|17|16|94.12%|1|16|94.12%|['Bullet09', 'Collection Name', 'Fits Brand/Models', 'Bullet02']
sunflower|17|16|94.12%|1|16|94.12%|['Bullet03', 'Bullet02', 'Primary Ingredient', 'Bullet01', 'Bullet04']
